Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,480,Mauritius,MUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,150,,,,150,,237,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,540,New Caledonia,NCL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10,,,,10,,16,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,470,,,,470,,754,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,6,,,,6,,25,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,240,,,,240,,3350,,,0
H4,2012,2012,2012,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10,,,,10,,38,,,0
H4,2012,2012,2012,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,699,,,,699,,1157,,,0
H4,2012,2012,2012,4,0,2,Export,372,Ireland,IRL,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,699,,,,699,,1157,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,773492008,,,,773492008,,116777000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,76,Brazil,BRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,54821000,,,,54821000,,8964000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,31226000,,,,31226000,,4571000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,15091000,,,,15091000,,2236000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2750000,,,,2750000,,456000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3500000,,,,3500000,,510000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,15000000,,,,15000000,,2259000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,440,Lithuania,LTU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,25100000,,,,25100000,,4174000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,48500000,,,,48500000,,8008000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,290260000,,,,290260000,,44436000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,608,Philippines,PHL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,42877000,,,,42877000,,5317000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,58500000,,,,58500000,,8595000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,620,Portugal,PRT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,41077000,,,,41077000,,6451000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,699,India,IND,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,144767008,,,,144767008,,20796000,,,0
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,23000,,,,23000,,4000,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,8369576,,,,8369576,,970103,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,40,Austria,AUT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,184560,,,,184560,,97492,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,100,Bulgaria,BGR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1,,,,1,,95,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,203,Czechia,CZE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,25,,,,25,,13,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,109940,,,,109940,,59694,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,478,Mauritania,MRT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1000,,,,1000,,5977,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,620,Portugal,PRT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,180,,,,180,,648,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,703,Slovakia,SVK,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,350,,,,350,,659,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,8073520,,,,8073520,,805525,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,477611500,,28509970,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,112,Belarus,BLR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,3240000,,508680,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,100,,2000,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,100,,1300,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,643,Russian Federation,RUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,289597300,,16500890,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,795,Turkmenistan,TKM,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,114995000,,7954800,,,0
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,860,Uzbekistan,UZB,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,1,No Quantity,,,,,69779000,,3542300,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,4336417000,,,,4336417000,,601280404,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,36,Australia,AUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,22000000,,,,22000000,,3800640,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,100,Bulgaria,BGR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,299160000,,,,299160000,,49024426,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,360,Indonesia,IDN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,556368000,,,,556368000,,81352649,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,392,Japan,JPN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,60000000,,,,60000000,,10661839,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,109024000,,,,109024000,,18107570,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,528,Netherlands,NLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,205050000,,,,205050000,,25560105,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,699,India,IND,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3031115000,,,,3031115000,,404914506,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,792,Turkey,TUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,53700000,,,,53700000,,7858668,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,18390,,,,18390,,80637,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,156,China,CHN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,750,,,,750,,22500,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,360,Indonesia,IDN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,16000,,,,16000,,14897,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,484,Mexico,MEX,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1,,,,1,,351,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,490,"Other Asia, nes",,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,220,,,,220,,6600,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1,,,,1,,29,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,784,United Arab Emirates,ARE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,5,,,,5,,189,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,788,Tunisia,TUN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1400,,,,1400,,1030,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,13,,,,13,,35041,,,0
H4,2012,2012,2012,4,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,30104,,,,30104,,4800,,,6
H4,2012,2012,2012,4,0,2,Export,418,Lao People's Dem. Rep.,LAO,704,Viet Nam,VNM,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,30104,,,,30104,,4800,,,6
H4,2012,2012,2012,4,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1499675,,,,1499675,,823217,,,0
H4,2012,2012,2012,4,0,2,Export,422,Lebanon,LBN,724,Spain,ESP,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1499675,,,,1499675,,823217,,,0
H4,2012,2012,2012,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,20000000,,,,20000000,,4618291,,,0
H4,2012,2012,2012,4,0,2,Export,440,Lithuania,LTU,643,Russian Federation,RUS,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,20000000,,,,20000000,,4618291,,,0
H4,2012,2012,2012,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,480,,,,480,,321,,,0
H4,2012,2012,2012,4,0,2,Export,470,Malta,MLT,434,Libya,LBY,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,480,,,,480,,321,,,0
H4,2012,2012,2012,4,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2542,,,,2542,,1922,,,0
H4,2012,2012,2012,4,0,2,Export,484,Mexico,MEX,842,USA,USA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2542,,,,2542,,1922,,,0
H4,2012,2012,2012,4,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,315,,,,315,,449,,,0
H4,2012,2012,2012,4,0,2,Export,516,Namibia,NAM,24,Angola,AGO,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,200,,,,200,,11,,,0
H4,2012,2012,2012,4,0,2,Export,516,Namibia,NAM,710,South Africa,ZAF,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,92,,,,92,,1,,,0
H4,2012,2012,2012,4,0,2,Export,516,Namibia,NAM,764,Thailand,THA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,23,,,,23,,437,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,162906514,,,,162906514,,31465443,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,56,Belgium,BEL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,118539,,,,118539,,76253,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,70,Bosnia Herzegovina,BIH,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2350,,,,2350,,1434,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,188,Costa Rica,CRI,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,40000,,,,40000,,40374,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,191,Croatia,HRV,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,924,,,,924,,1297,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,203,Czechia,CZE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,11,,,,11,,90,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,246,Finland,FIN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,22,,,,22,,126,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,251,France,FRA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2045,,,,2045,,1728,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,266,Gabon,GAB,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,410000,,,,410000,,143920,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,276,Germany,DEU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,136206251,,,,136206251,,25681619,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,300,Greece,GRC,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,2877,,,,2877,,939,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,344,"China, Hong Kong SAR",HKG,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,34,,,,34,,181,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,348,Hungary,HUN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,90,,,,90,,347,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,376,Israel,ISR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,935,,,,935,,1479,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,381,Italy,ITA,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,389,,,,389,,379,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,440,Lithuania,LTU,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,10550850,,,,10550850,,2097929,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,470,Malta,MLT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,72,,,,72,,255,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,484,Mexico,MEX,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,200000,,,,200000,,180655,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,616,Poland,POL,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,15064453,,,,15064453,,2891046,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,620,Portugal,PRT,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,5132,,,,5132,,5848,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,705,Slovenia,SVN,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,3836,,,,3836,,9911,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,740,Suriname,SUR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,63,,,,63,,1060,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,757,Switzerland,CHE,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,1062,,,,1062,,30894,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,826,United Kingdom,GBR,,,,,,,,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,8,Weight in kilograms,296556,,,,296556,,59459,,,0
