Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,6,1,2,Export,344,"China, Hong Kong SAR",HKG,702,Singapore,SGP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,4904,,,,4904,,14920,,,0
H4,2012,2012,2012,6,1,2,Export,344,"China, Hong Kong SAR",HKG,764,Thailand,THA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,11961,,,,11961,,51344,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,634,,,,634,,2780,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,276,Germany,DEU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3,,,,3,,148,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,616,Poland,POL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2,,,,2,,55,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,642,Romania,ROU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,35,,,,35,,316,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,643,Russian Federation,RUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,200,,,,200,,982,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,688,Serbia,SRB,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,302,,,,302,,1102,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,703,Slovakia,SVK,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2,,,,2,,1,,,0
H4,2012,2012,2012,6,1,2,Export,348,Hungary,HUN,804,Ukraine,UKR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,90,,,,90,,176,,,0
H4,2012,2012,2012,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,35091,,,,35091,,122080,,,0
H4,2012,2012,2012,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,35091,,,,35091,,122080,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,7971,,,,7971,,98785,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,56,Belgium,BEL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1,,,,1,,452,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,208,Denmark,DNK,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1,,,,1,,452,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,251,France,FRA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3,,,,3,,777,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,276,Germany,DEU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2,,,,2,,577,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,364,Iran,IRN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,72,,,,72,,154,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,381,Italy,ITA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2604,,,,2604,,44012,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,410,Rep. of Korea,KOR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,731,,,,731,,1433,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,458,Malaysia,MYS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,259,,,,259,,1294,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,724,Spain,ESP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,261,,,,261,,13211,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,757,Switzerland,CHE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1072,,,,1072,,23795,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,764,Thailand,THA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,100,,,,100,,1002,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,826,United Kingdom,GBR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,708,,,,708,,2896,,,0
H4,2012,2012,2012,6,1,2,Export,372,Ireland,IRL,842,USA,USA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2157,,,,2157,,8723,,,0
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,251990114,,,,251990114,,267476000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,24,Angola,AGO,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,4711,,,,4711,,5000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,32,Argentina,ARG,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,21668,,,,21668,,23000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,36,Australia,AUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,217626,,,,217626,,231000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,100,Bulgaria,BGR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,24495,,,,24495,,26000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,152,Chile,CHL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,102689,,,,102689,,109000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,170,Colombia,COL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,233642,,,,233642,,248000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,191,Croatia,HRV,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,23553,,,,23553,,25000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,192,Cuba,CUB,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1699555,,,,1699555,,1804000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,214,Dominican Rep.,DOM,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,21668,,,,21668,,23000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,268,Georgia,GEO,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,20726,,,,20726,,22000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,276,Germany,DEU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,6783146,,,,6783146,,7200000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,300,Greece,GRC,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1071172,,,,1071172,,1137000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,320,Guatemala,GTM,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,41453,,,,41453,,44000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,381,Italy,ITA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,4609713,,,,4609713,,4893000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,384,Côte d'Ivoire,CIV,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,557725,,,,557725,,592000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,392,Japan,JPN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,17900,,,,17900,,19000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,400,Jordan,JOR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,39568,,,,39568,,42000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,404,Kenya,KEN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,43337,,,,43337,,46000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,440,Lithuania,LTU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,87616,,,,87616,,93000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,480,Mauritius,MUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,291110,,,,291110,,309000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,484,Mexico,MEX,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,50874,,,,50874,,54000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,528,Netherlands,NLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,131688190,,,,131688190,,139781000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,566,Nigeria,NGA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,201610,,,,201610,,214000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,591,Panama,PAN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,43337,,,,43337,,46000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,600,Paraguay,PRY,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,45221,,,,45221,,48000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,616,Poland,POL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,236468,,,,236468,,251000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,620,Portugal,PRT,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3437736,,,,3437736,,3649000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,643,Russian Federation,RUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,83847,,,,83847,,89000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,699,India,IND,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,55815873,,,,55815873,,59246000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,705,Slovenia,SVN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,956235,,,,956235,,1015000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,724,Spain,ESP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,18582994,,,,18582994,,19725000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,792,Turkey,TUR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,15393974,,,,15393974,,16340000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,804,Ukraine,UKR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,44279,,,,44279,,47000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,826,United Kingdom,GBR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,76310,,,,76310,,81000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,842,USA,USA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,9352263,,,,9352263,,9927000,,,6
H4,2012,2012,2012,6,1,2,Export,376,Israel,ISR,862,Venezuela,VEN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,67831,,,,67831,,72000,,,6
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1617016,,,,1617016,,3428513,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,40,Austria,AUT,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1,,,,1,,13,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,56,Belgium,BEL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3740,,,,3740,,22422,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,100,Bulgaria,BGR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,11880,,,,11880,,35471,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,191,Croatia,HRV,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,16132,,,,16132,,22083,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,192,Cuba,CUB,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,5000,,,,5000,,16261,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,203,Czechia,CZE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,61205,,,,61205,,166477,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,246,Finland,FIN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3,,,,3,,37,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,251,France,FRA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,210518,,,,210518,,331149,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,276,Germany,DEU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,254071,,,,254071,,509390,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,300,Greece,GRC,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,32055,,,,32055,,98888,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,348,Hungary,HUN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3307,,,,3307,,15960,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,352,Iceland,ISL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,52920,,,,52920,,77985,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,372,Ireland,IRL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,31000,,,,31000,,104765,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,376,Israel,ISR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,16129,,,,16129,,38268,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,400,Jordan,JOR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,33200,,,,33200,,95740,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,428,Latvia,LVA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,59784,,,,59784,,189557,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,470,Malta,MLT,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,505,,,,505,,924,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,484,Mexico,MEX,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,16000,,,,16000,,24693,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,504,Morocco,MAR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,9120,,,,9120,,39908,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,616,Poland,POL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,274547,,,,274547,,436424,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,642,Romania,ROU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,68000,,,,68000,,181052,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,643,Russian Federation,RUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,55680,,,,55680,,163277,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,699,India,IND,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,24500,,,,24500,,43904,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,702,Singapore,SGP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,76098,,,,76098,,240336,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,705,Slovenia,SVN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,108,,,,108,,886,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,724,Spain,ESP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,88553,,,,88553,,130945,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,752,Sweden,SWE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1360,,,,1360,,6432,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,757,Switzerland,CHE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,6435,,,,6435,,15229,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,784,United Arab Emirates,ARE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,10000,,,,10000,,20953,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,788,Tunisia,TUN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,15091,,,,15091,,33311,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,792,Turkey,TUR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,100274,,,,100274,,171896,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,804,Ukraine,UKR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,20400,,,,20400,,101550,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,818,Egypt,EGY,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,22660,,,,22660,,28644,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,826,United Kingdom,GBR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,23140,,,,23140,,29636,,,0
H4,2012,2012,2012,6,1,2,Export,381,Italy,ITA,842,USA,USA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,13600,,,,13600,,34046,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,7711363,,,,7711363,,20410411,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,76,Brazil,BRA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,8270,,,,8270,,47618,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,156,China,CHN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,218605,,,,218605,,1055822,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,344,"China, Hong Kong SAR",HKG,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,34690,,,,34690,,121382,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,360,Indonesia,IDN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2520,,,,2520,,10574,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,410,Rep. of Korea,KOR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3763496,,,,3763496,,9925790,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,458,Malaysia,MYS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,201496,,,,201496,,1138995,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,490,"Other Asia, nes",,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,50267,,,,50267,,163526,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,580,N. Mariana Isds,MNP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,100,,,,100,,2969,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,608,Philippines,PHL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,895,,,,895,,16762,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,702,Singapore,SGP,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1085011,,,,1085011,,2615264,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,704,Viet Nam,VNM,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,3043,,,,3043,,37884,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,764,Thailand,THA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,259665,,,,259665,,695834,,,0
H4,2012,2012,2012,6,1,2,Export,392,Japan,JPN,842,USA,USA,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,2083305,,,,2083305,,4577990,,,0
H4,2012,2012,2012,6,1,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,8613300,,,,8613300,,7663920,,,0
H4,2012,2012,2012,6,1,2,Export,398,Kazakhstan,KAZ,112,Belarus,BLR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,50000,,,,50000,,44400,,,0
H4,2012,2012,2012,6,1,2,Export,398,Kazakhstan,KAZ,417,Kyrgyzstan,KGZ,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,26000,,,,26000,,22900,,,0
H4,2012,2012,2012,6,1,2,Export,398,Kazakhstan,KAZ,643,Russian Federation,RUS,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,8477300,,,,8477300,,7559720,,,0
H4,2012,2012,2012,6,1,2,Export,398,Kazakhstan,KAZ,860,Uzbekistan,UZB,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,60000,,,,60000,,36900,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,208204831,,,,208204831,,119339388,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,360,Indonesia,IDN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,96369142,,,,96369142,,54851527,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,414,Kuwait,KWT,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,25000,,,,25000,,16852,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,490,"Other Asia, nes",,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,5406000,,,,5406000,,3373992,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,512,Oman,OMN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,224000,,,,224000,,159376,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,682,Saudi Arabia,SAU,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,23886916,,,,23886916,,14267341,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,699,India,IND,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,29511476,,,,29511476,,11213259,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,760,Syria,SYR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,32000,,,,32000,,22369,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,784,United Arab Emirates,ARE,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,75000,,,,75000,,52427,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,792,Turkey,TUR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,29384697,,,,29384697,,17201050,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,818,Egypt,EGY,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,5461600,,,,5461600,,3453575,,,0
H4,2012,2012,2012,6,1,2,Export,400,Jordan,JOR,838,Free Zones,,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,17829000,,,,17829000,,14727620,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,22954025,,,,22954025,,23046804,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,32,Argentina,ARG,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,357000,,,,357000,,324075,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,104,Myanmar,MMR,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,42000,,,,42000,,34670,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,152,Chile,CHL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,831600,,,,831600,,684280,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,156,China,CHN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1346475,,,,1346475,,3223500,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,170,Colombia,COL,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,36400,,,,36400,,31362,,,0
H4,2012,2012,2012,6,1,2,Export,410,Rep. of Korea,KOR,360,Indonesia,IDN,,,,,,,,280920,Phosphoric acid and polyphosphoric acids,8,Weight in kilograms,1425120,,,,1425120,,1128254,,,0
